ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source,Certainty,Year
,Hawaiian,PronAlign,nominative-accusative,,pronouns inflect for case - but are frequently omitted,hawaiian1979[107],2,1979
,Hawaiian,Questions,prosody,,wh in-situ,hawaiian1979[22],2,1979
,Hawaiian,Questions,NA,,nothing mentioned apart from wh-pronouns,hawaiian1854,NA,1854
,Hawaiian,TA_marks,5,,,hawaiian1979[58],2,1979
,Hawaiian,TA_marks,9,,mistakes Aspect for tense system and miscategorizes a lot of categories,hawaiian1854[102],1,1854
,Hawaiian,TempLoc,0,,acc case expresses both,hawaiian1854[48],2,1854
,Hawaiian,TempLoc,0,,,hawaiian1979[135],2,1979
,Hawaiian,Tones,0,,,hawaiian1854,NA,1854
,Hawaiian,Tones,0,,,hawaiian1979,NA,1979
,Hawaiian,VP_Agr,0,,,hawaiian1854[101],2,1854
,Hawaiian,VP_Agr,0,,,hawaiian1979[131],2,1979
,Hawaiian,Vowels,5,,,hawaiian1854[11],2,1854
,Hawaiian,Vowels,5,,stress/length adds extra five - but as Andrews did not count them (but did recognize them - I dont either),hawaiian1979[14],2,1979
,HokkaidoAinu,AdjN,NA,,inflected like intransitive verbs → no adjectives,hokkaidoainu1979[27],NA,1979
,HokkaidoAinu,AdjN,NA,,There is no morphologically distinct class of adjectives.,hokkaidoainu2012[470],NA,2012
,HokkaidoAinu,BasicWO,SOV,,,hokkaidoainu1979[40],2,1979
,HokkaidoAinu,BasicWO,SOV,,,hokkaidoainu2012[472],2,2012
,HokkaidoAinu,CA_case,0,,,hokkaidoainu1979[212],2,1979
,HokkaidoAinu,CA_case,0,,There is no flagging (= case marking) on arguments (S/A/O) - either on pronouns or onnouns. Obliques are marked by postpositions (15.4.2).,hokkaidoainu2012[472],2,2012
,HokkaidoAinu,CA_head,1,,,hokkaidoainu1979[212],2,1979
,HokkaidoAinu,CA_head,1,,,hokkaidoainu2012[472],2,2012
,HokkaidoAinu,CA_wordorder,0,,,hokkaidoainu1979[212],2,1979
,HokkaidoAinu,CA_wordorder,0,,,hokkaidoainu2012[472],2,2012
,HokkaidoAinu,Cases,0,,postpositions,hokkaidoainu1979[164],2,1979
,HokkaidoAinu,Cases,0,,postpositions,hokkaidoainu2012[483],2,2012
,HokkaidoAinu,ClassGen,0,,,hokkaidoainu1979,2,1979
,HokkaidoAinu,ClassGen,0,,,hokkaidoainu2012,2,2012
,HokkaidoAinu,ClassNoun,0,,,hokkaidoainu1979,2,1979
,HokkaidoAinu,ClassNoun,0,,,hokkaidoainu2012,2,2012
,HokkaidoAinu,ClassNum,1,,human/non-human classifier,hokkaidoainu1979[111],2,1979
,HokkaidoAinu,ClassNum,1,,human/non-human,hokkaidoainu2012[471],2,2012
,HokkaidoAinu,Consonants,12,,“excluding the glottal plosive - there are 11 consonants” - well - lets not exclude it then because Bugaeva doesnt either,hokkaidoainu1979[68],2,1979
,HokkaidoAinu,Consonants,12,,,hokkaidoainu2012[465],2,2012
,HokkaidoAinu,Dem,3,,form such as “tapan” from Bugaeva are proximated by examples,hokkaidoainu1979[97],2,1979
,HokkaidoAinu,Dem,3,,,hokkaidoainu2012[472],2,2012
,HokkaidoAinu,DitransMarking,1,,unmarked P or allative case - A/O marked on verb,hokkaidoainu1979[164],2,1979
,HokkaidoAinu,DitransMarking,1,,,hokkaidoainu2012[476],2,2012
,HokkaidoAinu,Evid,4,,The choice of nominalizer in the sentence final form is thus determined by the semantic content of die verb being nominalizcd.,hokkaidoainu1979[230],2,1979
,HokkaidoAinu,Evid,4,,The expressive nominalizers ruwe eEVD - hawe eSAID - siri eSEEN - and humi eFELT,hokkaidoainu2012[493],2,2012
,HokkaidoAinu,GenN,Gen N,,,hokkaidoainu1979[40],2,1979
,HokkaidoAinu,GenN,Gen N,,,hokkaidoainu2012[478],2,2012
,HokkaidoAinu,InstrCom,1,,,hokkaidoainu1979[170],2,1979
,HokkaidoAinu,InstrCom,1,,,hokkaidoainu2012[476],2,2012
,HokkaidoAinu,LocDir,1,,,hokkaidoainu1979[165],2,1979
,HokkaidoAinu,LocDir,1,,,hokkaidoainu2012[476],2,2012
,HokkaidoAinu,MorphCaus,1,,,hokkaidoainu1979[142],2,1979
,HokkaidoAinu,MorphCaus,1,,,hokkaidoainu2012[481],2,2012
,HokkaidoAinu,NP_Agr,NA,,inflected like intransitive verbs → no adjectives,hokkaidoainu1979[27],NA,1979
,HokkaidoAinu,NP_Agr,NA,,There is no morphologically distinct class of adjectives.,hokkaidoainu2012[470],NA,2012
,HokkaidoAinu,NasVowels,0,,,hokkaidoainu1979,NA,1979
,HokkaidoAinu,NasVowels,0,,,hokkaidoainu2012,NA,2012
,HokkaidoAinu,NomAlign,neuter,,,hokkaidoainu1979[212],2,1979
,HokkaidoAinu,NomAlign,neuter,,,hokkaidoainu2012[472],2,2012
,HokkaidoAinu,Poss,1,,,hokkaidoainu1979[81],2,1979
,HokkaidoAinu,Poss,1,,,hokkaidoainu2012[478],2,2012
,HokkaidoAinu,Pron1P,2,,,hokkaidoainu1979[92],2,1979
,HokkaidoAinu,Pron1P,2,,,hokkaidoainu2012[471],2,2012
,HokkaidoAinu,Pron2P,2,,,hokkaidoainu1979[92],2,1979
,HokkaidoAinu,Pron2P,2,,,hokkaidoainu2012[471],2,2012
,HokkaidoAinu,Pron3P,2,,,hokkaidoainu1979[92],2,1979
,HokkaidoAinu,Pron3P,2,,,hokkaidoainu2012[471],2,2012
,HokkaidoAinu,PronAlign,neuter,,,hokkaidoainu1979[212],2,1979
,HokkaidoAinu,PronAlign,neuter,,Personal pronouns (Table 15.2) are uninflected (S/A/O),hokkaidoainu2012[472],2,2012
,HokkaidoAinu,Questions,morphology and prosody,,,hokkaidoainu1979[229],2,1979
,HokkaidoAinu,Questions,morphology and prosody,,,hokkaidoainu2012[497],2,2012
,HokkaidoAinu,TA_marks,4,,,hokkaidoainu1979[193],2,1979
,HokkaidoAinu,TA_marks,4,,4 asp + 4 mood,hokkaidoainu2012[493],2,2012
,HokkaidoAinu,TempLoc,0,,,hokkaidoainu1979[164],2,1979
,HokkaidoAinu,TempLoc,0,,example with “loc” + “day”,hokkaidoainu2012[476],2,2012
,HokkaidoAinu,Tones,0,,,hokkaidoainu1979,NA,1979
,HokkaidoAinu,Tones,0,,,hokkaidoainu2012,NA,2012
,HokkaidoAinu,VP_Agr,1,,,hokkaidoainu1979[212],2,1979
,HokkaidoAinu,VP_Agr,1,,,hokkaidoainu2012[472],2,2012
,HokkaidoAinu,Vowels,5,,,hokkaidoainu1979[68],2,1979
,HokkaidoAinu,Vowels,5,,,hokkaidoainu2012[466],2,2012
,Isinai,AdjN,Adj N,,N Adj is a structure of Relative clause and has different means of subordination than Adj N,isinai1918[70],2,1918
,Isinai,AdjN,Adj N,,,isinai2015[10],2,2015
,Isinai,BasicWO,VSO,,taken from examples on eating venison,isinai1918[50],2,1918
,Isinai,BasicWO,VSO,,Various examples seem to indicate VSO; Only V-initial is sure however,isinai2015[25],2,2015
,Isinai,CA_case,1,,,isinai1918[33],2,1918
,Isinai,CA_case,1,,,isinai2015[18],2,2015
,Isinai,CA_head,0,,“ If - in spite of this absence of inflection - !sinai word-forms and sentences have a distinctly assertiveenergy - they derive this in great part from the vigor of theparticles employed - which - as indicated above - show themselvesclearly as of emphatic or demonstrative origin.“,isinai1918[32],2,1918
,Isinai,CA_head,0,,focus marker for persons - but no agreement,isinai2015[30],2,2015
,Isinai,CA_wordorder,0,,,isinai1918,2,1918
,Isinai,CA_wordorder,0,,,isinai2015,2,2015
,Isinai,Cases,3,,“three fundamental groups of construction” – erg - abs - oblique,isinai1918[33],2,1918
,Isinai,Cases,3,,erg - abs oblique with genitive taking erg and oblique forms,isinai2015[18],2,2015
,Isinai,ClassGen,0,,,isinai1918,2,1918
,Isinai,ClassGen,0,,,isinai2015,2,2015
,Isinai,ClassNoun,0,,,isinai1918,2,1918
,Isinai,ClassNoun,0,,,isinai2015,2,2015
,Isinai,ClassNum,0,,,isinai2015,1,2015
,Isinai,ClassNum,1,,,isinai1918[21],1,1918
,Isinai,Consonants,16,,,isinai2015[10],2,2015
,Isinai,Consonants,NA,,not discussed,isinai1918,NA,1918
,Isinai,Dem,3,,three different forms attested - but not differentiated for cases,isinai1918[60],2,1918
,Isinai,Dem,3,,inflect for case,isinai2015[27],2,2015
,Isinai,DitransMarking,1,,,isinai1918[33],2,1918
,Isinai,DitransMarking,1,,second object is oblique marked,isinai2015[51],2,2015
,Isinai,Evid,0,,,isinai1918,NA,1918
,Isinai,Evid,0,,,isinai2015[35],NA,2015
,Isinai,GenN,N Gen,,“ the possessivepronoun anticipating the expression of the possessor -”,isinai1918[93],2,1918
,Isinai,GenN,N Gen,,,isinai2015[53],2,2015
,Isinai,InstrCom,NA,,,isinai1918,NA,1918
,Isinai,InstrCom,NA,,,isinai2015,NA,2015
,Isinai,LocDir,NA,,,isinai1918,NA,1918
,Isinai,LocDir,NA,,,isinai2015,NA,2015
,Isinai,MorphCaus,1,,sa-,isinai2015[35],2,2015
,Isinai,MorphCaus,NA,,not discussed,isinai1918,NA,1918
,Isinai,NP_Agr,0,,Not mentioned,isinai1918[70],1,1918
,Isinai,NP_Agr,0,,Not mentioned,isinai2015[10],1,2015
,Isinai,NasVowels,0,,not discussed,isinai1918,NA,1918
,Isinai,NasVowels,0,,,isinai2015,NA,2015
,Isinai,NomAlign,ergative-absolutive,,,isinai1918[40],2,1918
,Isinai,NomAlign,ergative-absolutive,,,isinai2015[18],2,2015
,Isinai,Poss,NA,,,isinai1918,NA,1918
,Isinai,Poss,NA,,,isinai2015,NA,2015
,Isinai,Pron1P,4,,dual and incl/excl,isinai1918[59],2,1918
,Isinai,Pron1P,4,,does not give dual in table but in lexical appendix he does,isinai2015[26],2,2015
,Isinai,Pron2P,2,,,isinai1918,2,1918
,Isinai,Pron2P,2,,,isinai2015[26],2,2015
,Isinai,Pron3P,2,,,isinai1918,2,1918
,Isinai,Pron3P,2,,,isinai2015[26],2,2015
,Isinai,PronAlign,ergative-absolutive,,,isinai1918[40],2,1918
,Isinai,PronAlign,ergative-absolutive,,,isinai2015[26],2,2015
,Isinai,Questions,morphology,,question particle “kadi”,isinai2015[53],2,2015
,Isinai,Questions,NA,,not discussed,isinai1918,NA,1918
,Isinai,TA_marks,5,,counting infinitive as Aspect as well,isinai2015[32],2,2015
,Isinai,TA_marks,NA,,not discussed,isinai1918,NA,1918
,Isinai,TempLoc,NA,,,isinai1918,NA,1918
,Isinai,TempLoc,NA,,,isinai2015,NA,2015
,Isinai,Tones,0,,not discussed,isinai1918,NA,1918
,Isinai,Tones,0,,,isinai2015,NA,2015
,Isinai,VP_Agr,0,,“ If - in spite of this absence of inflection - !sinai word-forms and sentences have a distinctly assertiveenergy - they derive this in great part from the vigor of theparticles employed - which - as indicated above - show themselvesclearly as of emphatic or demonstrative origin.“,isinai1918[32],2,1918
,Isinai,VP_Agr,0,,focus marker for persons - but no agreement,isinai2015[30],2,2015
,Isinai,Vowels,5,,,isinai2015[10],2,2015
,Isinai,Vowels,NA,,not discussed,isinai1918,NA,1918
,Jaru,AdjN,N Adj,,based on examples,jaru1981[93-94],1,1981
,Jaru,AdjN,both,,,jaru2015[366-367],2,2015
,Jaru,BasicWO,SOV,,Second most frequent is SVO – El segundo más extendido es SVO,jaru1981[211],1,1981
,Jaru,BasicWO,no basic word order,,Table shows similar frequency of different orders – La tabla demuestra una frecuencia parecida entre los distintos órdenes,jaru2015[547-548],2,2015
,Jaru,CA_case,1,,,jaru1981[55],2,1981
,Jaru,CA_case,1,,,jaru2015[531],2,2015
,Jaru,CA_head,0,,based on examples,jaru1981,1,1981
,Jaru,CA_head,NA,,,jaru2015,NA,2015
,Jaru,CA_wordorder,0,,,jaru2015[547],2,2015
,Jaru,CA_wordorder,1,,,jaru1981[211],2,1981
,Jaru,Cases,8,,,jaru1981[55-61],2,1981
,Jaru,Cases,10,,,jaru2015[168],2,2015
,Jaru,ClassGen,0,,,jaru1981,NA,1981
,Jaru,ClassGen,0,,,jaru2015,NA,2015
,Jaru,ClassNoun,0,,,jaru1981[2],2,1981
,Jaru,ClassNoun,1,,Two number suffixes: dual and paucal – Parece haber dos sufijos de número: dual y paucal,jaru2015[210],2,2015
,Jaru,ClassNum,0,,,jaru1981,NA,1981
,Jaru,ClassNum,0,,,jaru2015,NA,2015
,Jaru,Consonants,17,,,jaru1981[23],2,1981
,Jaru,Consonants,17,,,jaru2015[62],2,2015
,Jaru,Dem,7,,,jaru1981[61-63],1,1981
,Jaru,Dem,7,,,jaru2015[110-11],2,2015
,Jaru,DitransMarking,1,,,jaru2015[582],1,2015
,Jaru,DitransMarking,NA,,,jaru1981,NA,1981
,Jaru,Evid,NA,,,jaru1981,NA,1981
,Jaru,Evid,NA,,,jaru2015,NA,2015
,Jaru,GenN,NA,,,jaru1981,NA,1981
,Jaru,GenN,NA,,,jaru2015,NA,2015
,Jaru,InstrCom,0,,Ergative has instrumental function - but comitative is not mentioned – El ergativo tiene función de instrumental. No hay mención en la gramática de la categoría de comitativo - solo de instrumental,jaru1981,1,1981
,Jaru,InstrCom,1,,Ergative has instrumental function - and there is a comitative – El ergativo tiene función de instrumental y existe un caso comitativo,jaru2015[173],2,2015
,Jaru,LocDir,1,,,"jaru1981[55,208]",1,1981
,Jaru,LocDir,1,,,"jaru2015[169,111]",2,2015
,Jaru,MorphCaus,0,,,jaru1981[193],2,1981
,Jaru,MorphCaus,0,,Only mentions affixation of this transitive verb / Solo mencionan la afijación de ese verbo transitivo,jaru2015[454],1,2015
,Jaru,NP_Agr,1,,,jaru1981[94],2,1981
,Jaru,NP_Agr,1,,,jaru2015[105],2,2015
,Jaru,NasVowels,0,,not mentioned,"jaru1981[23,26]",1,1981
,Jaru,NasVowels,0,,Only appears as phonological process / Solo aparece como proceso fonológico,jaru2015,1,2015
,Jaru,NomAlign,ergative-absolutive,,,jaru1981[55],2,1981
,Jaru,NomAlign,ergative-absolutive,,,jaru2015[532],2,2015
,Jaru,Poss,0,,Syntactic distinction - not morphological – La distinción no es morfológica - sino sintáctica,jaru1981[194],2,1981
,Jaru,Poss,1,,,jaru2015[374-378],2,2015
,Jaru,Pron1P,6,,,jaru1981[64-65],1,1981
,Jaru,Pron1P,7,,,jaru2015[214],2,2015
,Jaru,Pron2P,3,,,jaru1981[64-65],1,1981
,Jaru,Pron2P,3,,,jaru2015[214],2,2015
,Jaru,Pron3P,2,,,jaru1981[64-65],1,1981
,Jaru,Pron3P,3,,,jaru2015[214],2,2015
,Jaru,PronAlign,ergative-absolutive,,Free pronouns have erg-abs - pronominal have nom-acc – Las pronombres libres son erg-abs; las marcas pronominales son nom-acc,jaru1981[91],1,1981
,Jaru,PronAlign,neuter,,,jaru2015[214],1,2015
,Jaru,Questions,0,,via lexicon,jaru1981[63-75],2,1981
,Jaru,Questions,0,,via lexicon,jaru2015,2,2015
,Jaru,TA_marks,NA,,,jaru1981,NA,1981
,Jaru,TA_marks,NA,,,jaru2015,NA,2015
,Jaru,TempLoc,0,,Only mentions a locative / Solo mencionan un locativo,jaru1981[55],1,1981
,Jaru,TempLoc,NA,,,jaru2015,NA,2015
,Jaru,Tones,0,,,jaru1981[47],2,1981
,Jaru,Tones,0,,Does not seem to be attested - is not discussed – Parece no haber - no se menciona en el capítulo de fonología y no apareció como relevante en la anterior gram,jaru2015,1,2015
,Jaru,VP_Agr,0,,,jaru1981[76],2,1981
,Jaru,VP_Agr,0,,,jaru2015[401],2,2015
,Jaru,Vowels,4,,,"jaru1981[23,26]",2,1981
,Jaru,Vowels,4,,,jaru2015[63],2,2015
,Kalispel,AdjN,Adj N,,Not conclusive,kalispel1940,1,1940
,Kalispel,AdjN,both,,Inference based on examples – Inferencia a partir de ejemplos,kalispel1977,1,1977
,Kalispel,BasicWO,VSO,,,kalispel1940[78],1,1940
,Kalispel,BasicWO,no basic word order,,,kalispel1977,1,1977
,Kalispel,CA_case,NA,,,kalispel1940,NA,1940
,Kalispel,CA_case,NA,,,kalispel1977,NA,1977
,Kalispel,CA_head,1,,Arguments are only marked for specific class of verbs – Los argumentos se marcan solo en una determinada clase dde verbos.,kalispel1940[31],1,1940
,Kalispel,CA_head,1,,,kalispel1977,2,1977
,Kalispel,CA_wordorder,1,,,kalispel1940,NA,1940
,Kalispel,CA_wordorder,NA,,,kalispel1977,NA,1977
,Kalispel,Cases,6,,Case is expressed via prepositions; no literal mentions - but inferred from explications – El caso parece expresarse mediante preposiciones. Los casos no son mencionados literalmente. Sin emabrgo - se puede inferir la función a partir de las explicaciones.,kalispel1940[68],1,1940
,Kalispel,Cases,7,,Nominativo - causativo - locativo - instrumental - direccional - acusativo y benefactivo.,kalispel1977[37],1,1977
,Kalispel,ClassGen,0,,,kalispel1940,NA,1940
,Kalispel,ClassGen,0,,,kalispel1977,NA,1977
,Kalispel,ClassNoun,0,,,kalispel1940,NA,1940
,Kalispel,ClassNoun,0,,,kalispel1977,NA,1977
,Kalispel,ClassNum,1,,,kalispel1940[50],2,1940
,Kalispel,ClassNum,1,,,kalispel1977[73],NA,1977
,Kalispel,Consonants,13,,,kalispel1977[11],2,1977
,Kalispel,Consonants,33,,,kalispel1940[12],1,1940
,Kalispel,Dem,4,,Forms distinguish for remoteness – Las  formas parecen diferenciar la cercanía del objeto con el hablante.,kalispel1940,1,1940
,Kalispel,Dem,5,,,kalispel1977[6],1,1977
,Kalispel,DitransMarking,NA,,,kalispel1940,NA,1940
,Kalispel,DitransMarking,NA,,,kalispel1977,NA,1977
,Kalispel,Evid,NA,,,kalispel1940,NA,1940
,Kalispel,Evid,NA,,,kalispel1977,NA,1977
,Kalispel,GenN,Gen N,,,kalispel1940[78],2,1940
,Kalispel,GenN,Gen N,,Inference based on examples – Inferencia a partir de ejemplos,kalispel1977,1,1977
,Kalispel,InstrCom,1,,,kalispel1940[50],1,1940
,Kalispel,InstrCom,1,,,kalispel1977,NA,1977
,Kalispel,LocDir,1,,,kalispel1940[66],2,1940
,Kalispel,LocDir,1,,,kalispel1977[66],2,1977
,Kalispel,MorphCaus,1,,,kalispel1940[59],2,1940
,Kalispel,MorphCaus,NA,,,kalispel1977,NA,1977
,Kalispel,NP_Agr,0,,Unclear information – La información no es clara.,kalispel1940,1,1940
,Kalispel,NP_Agr,0,,not discussed,kalispel1977,1,1977
,Kalispel,NasVowels,0,,,kalispel1940,NA,1940
,Kalispel,NasVowels,0,,,kalispel1977,NA,1977
,Kalispel,NomAlign,nominative-accusative,,Inference based on verbal paradigm - but data is not conclusive – Inferencia a partir de paradigmas verbales de marcación de caso. Datos de ninguna manera concluyentes.,kalispel1940[36],1,1940
,Kalispel,NomAlign,tripartite,,Unconclusive data,kalispel1977[38],1,1977
,Kalispel,Poss,NA,,,kalispel1940,NA,1940
,Kalispel,Poss,NA,,,kalispel1977,NA,1977
,Kalispel,Pron1P,2,,Forms that can function freely - or as pronouns - or bound as verbal inflection – Estas formas pueden ser libres y funcionar como pronombres o ligadas y funcionar como flexiones verbales.,kalispel1940[27],2,1940
,Kalispel,Pron1P,6,,Grammar is partially based on grammar written in 1904 - but features new data as well – Es necesario mencionar que si bien este texto es producido en 1977 - se trata de una reedición de una gramática hecha or un misionero en 1904. Se le está considerando como G2 por el hecho de ser una versión crítica que incorpora relecturas de los datos y datos nuevos.,kalispel1977[125],1,1977
,Kalispel,Pron2P,2,,Forms that can function freely - or as pronouns - or bound as verbal inflection – Estas formas pueden ser libres y funcionar como pronombres o ligadas y funcionar como flexiones verbales.,kalispel1940[27],2,1940
,Kalispel,Pron2P,6,,Free and inflected forms – Formas libres y flexivas.,kalispel1977[125],1,1977
,Kalispel,Pron3P,2,,Forms that can function freely - or as pronouns - or bound as verbal inflection – Estas formas pueden ser libres y funcionar como pronombres o ligadas y funcionar como flexiones verbales.,kalispel1940[27],2,1940
,Kalispel,Pron3P,2,,Free and inflected forms – Formas libres y flexivas.,kalispel1977[125],1,1977
,Kalispel,PronAlign,NA,,,kalispel1940,NA,1940
,Kalispel,PronAlign,NA,,Not conclusive,kalispel1977,NA,1977
,Kalispel,Questions,1,,,kalispel1940[71],2,1940
,Kalispel,Questions,1,,,kalispel1977[106],2,1977
,Kalispel,TA_marks,4,,Only marks aspect / Solo marcas de aspecto.,kalispel1940[29],1,1940
,Kalispel,TA_marks,8,,,kalispel1977[76],2,1977
,Kalispel,TempLoc,1,,,kalispel1940[71],1,1940
,Kalispel,TempLoc,NA,,,kalispel1977,NA,1977
,Kalispel,Tones,0,,,kalispel1940,NA,1940
,Kalispel,Tones,0,,,kalispel1977,NA,1977
,Kalispel,VP_Agr,1,,,kalispel1940[31],1,1940
,Kalispel,VP_Agr,1,,,kalispel1977[64],2,1977
,Kalispel,Vowels,6,,,kalispel1940[14],1,1940
,Kalispel,Vowels,22,,,kalispel1977[22],2,1977
,Kanakanavu,AdjN,Adj N,,,kanakanavu2018[60],2,2018
,Kanakanavu,AdjN,NA,,,kanakanavu1975,NA,1975
,Kanakanavu,BasicWO,VSO,,,kanakanavu2018[119],2,2018
,Kanakanavu,BasicWO,NA,,,kanakanavu1975,NA,1975
,Kanakanavu,CA_case,1,,,kanakanavu1975[36],1,1975
,Kanakanavu,CA_case,NA,,,kanakanavu2018,NA,2018
,Kanakanavu,CA_head,1,,,kanakanavu1975[36],2,1975
,Kanakanavu,CA_head,1,,,kanakanavu2018[114-115],2,2018
,Kanakanavu,CA_wordorder,1,,,kanakanavu2018[119],2,2018
,Kanakanavu,CA_wordorder,NA,,,kanakanavu1975,NA,1975
,Kanakanavu,Cases,NA,,,kanakanavu1975,NA,1975
,Kanakanavu,Cases,NA,,,kanakanavu2018,NA,2018
,Kanakanavu,ClassGen,0,,,kanakanavu1975,NA,1975
,Kanakanavu,ClassGen,0,,,kanakanavu2018,NA,2018
,Kanakanavu,ClassNoun,0,,,kanakanavu1975,NA,1975
,Kanakanavu,ClassNoun,1,,,kanakanavu2018[59-60],2,2018
,Kanakanavu,ClassNum,0,,,kanakanavu1975,NA,1975
,Kanakanavu,ClassNum,0,,,kanakanavu2018,NA,2018
,Kanakanavu,Consonants,13,,,kanakanavu1975[27],2,1975
,Kanakanavu,Consonants,14,,,kanakanavu2018[30],2,2018
,Kanakanavu,Dem,5,,,kanakanavu2018[86],2,2018
,Kanakanavu,Dem,NA,,,kanakanavu1975,NA,1975
,Kanakanavu,DitransMarking,NA,,,kanakanavu1975,NA,1975
,Kanakanavu,DitransMarking,NA,,,kanakanavu2018,NA,2018
,Kanakanavu,Evid,0,,Via clausal constructions,kanakanavu2018[127],2,2018
,Kanakanavu,Evid,NA,,,kanakanavu1975,NA,1975
,Kanakanavu,GenN,N Gen,,,kanakanavu2018[61],2,2018
,Kanakanavu,GenN,NA,,,kanakanavu1975,NA,1975
,Kanakanavu,InstrCom,0,,Instrumental marker yes - but no commutative form – Sí hay marca de instrumental pero no se menciona marca de comitativo,kanakanavu2018,1,2018
,Kanakanavu,InstrCom,NA,,,kanakanavu1975,NA,1975
,Kanakanavu,LocDir,NA,,,kanakanavu1975,NA,1975
,Kanakanavu,LocDir,NA,,,kanakanavu2018,NA,2018
,Kanakanavu,MorphCaus,1,,,kanakanavu2018[115-116],2,2018
,Kanakanavu,MorphCaus,NA,,,kanakanavu1975,NA,1975
,Kanakanavu,NP_Agr,0,,,kanakanavu2018[83-83],2,2018
,Kanakanavu,NP_Agr,NA,,,kanakanavu1975,NA,1975
,Kanakanavu,NasVowels,0,,,kanakanavu1975[27],2,1975
,Kanakanavu,NasVowels,0,,,kanakanavu2018[33],2,2018
,Kanakanavu,NomAlign,nominative-accusative,,,kanakanavu1975[36],1,1975
,Kanakanavu,NomAlign,NA,,,kanakanavu2018,NA,2018
,Kanakanavu,Poss,NA,,,kanakanavu1975,NA,1975
,Kanakanavu,Poss,NA,,,kanakanavu2018,NA,2018
,Kanakanavu,Pron1P,5,,,kanakanavu1975[38],2,1975
,Kanakanavu,Pron1P,5,,,kanakanavu2018[72],2,2018
,Kanakanavu,Pron2P,2,,,kanakanavu2018[72],2,2018
,Kanakanavu,Pron2P,4,,,kanakanavu1975[38],2,1975
,Kanakanavu,Pron3P,0,,,kanakanavu1975[38],2,1975
,Kanakanavu,Pron3P,1,,,kanakanavu2018[72],2,2018
,Kanakanavu,PronAlign,nominative-accusative,,,kanakanavu1975[38],1,1975
,Kanakanavu,PronAlign,NA,,,kanakanavu2018,NA,2018
,Kanakanavu,Questions,0,,Lexical,kanakanavu2018[136-137],2,2018
,Kanakanavu,Questions,NA,,,kanakanavu1975,NA,1975
,Kanakanavu,TA_marks,4,,,kanakanavu1975[51],2,1975
,Kanakanavu,TA_marks,6,,,kanakanavu2018[99],2,2018
,Kanakanavu,TempLoc,NA,,,kanakanavu1975,NA,1975
,Kanakanavu,TempLoc,NA,,,kanakanavu2018,NA,2018
,Kanakanavu,Tones,0,,No comment,kanakanavu1975,1,1975
,Kanakanavu,Tones,0,,not mentioned,kanakanavu2018,1,2018
,Kanakanavu,VP_Agr,1,,,kanakanavu1975[36],2,1975
,Kanakanavu,VP_Agr,1,,,kanakanavu2018[114-115],2,2018
,Kanakanavu,Vowels,4,,,kanakanavu1975[27],2,1975
,Kanakanavu,Vowels,6,,,kanakanavu2018[33],2,2018
,Karok,AdjN,N Adj,,,karok1957[69],1,1957
,Karok,AdjN,N Adj,,,karok1997[31],2,1997
,Karok,BasicWO,SOV,,,karok1997[29],2,1997
,Karok,BasicWO,no basic word order,,,karok1957[141],2,1957
,Karok,CA_case,NA,,,karok1957,NA,1957
,Karok,CA_case,NA,,,karok1997,NA,1997
,Karok,CA_head,1,,Inference based on examples – Inferencia a partir de la evidencia en los ejemplos.,karok1957,1,1957
,Karok,CA_head,1,,Inference based on examples – Inferencia a partir de la evidencia en los ejemplos.,karok1997,NA,1997
,Karok,CA_wordorder,1,,,karok1997,NA,1997
,Karok,CA_wordorder,NA,,,karok1957,NA,1957
,Karok,Cases,5,,Imprecise translations,karok1997[26],1,1997
,Karok,Cases,6,,,karok1957[150-53],1,1957
,Karok,ClassGen,1,,,karok1957[45],1,1957
,Karok,ClassGen,1,,,karok1997[25],1,1997
,Karok,ClassNoun,0,,,karok1997[34],1,1997
,Karok,ClassNoun,1,,,karok1957[70],1,1957
,Karok,ClassNum,1,,Singular - plural and dual,karok1957[150],2,1957
,Karok,ClassNum,1,,Dual forms seems to be lost – Parece haberse perdido la forma dual.,karok1997[25],1,1997
,Karok,Consonants,16,,,karok1957[7],2,1957
,Karok,Consonants,24,,,karok1997[24],2,1997
,Karok,Dem,3,,"""Their use ins not fully understood""",karok1997[25],2,1997
,Karok,Dem,30,,,karok1957[95],1,1957
,Karok,DitransMarking,NA,,,karok1957,NA,1957
,Karok,DitransMarking,NA,,,karok1997,NA,1997
,Karok,Evid,0,,,karok1957,NA,1957
,Karok,Evid,5,,Only one proper evidential form - but forms glossed as “truly” counted as well; irrealis has not been considered – Si bien solo se consigna una forma como propiamente evidencial - he considerado marcas glosadas como 'truly'. No he considerado la marca de irrealis.,karok1997[26],1,1997
,Karok,GenN,Gen N,,,karok1957[49],1,1957
,Karok,GenN,Gen N,,,karok1997[25],2,1997
,Karok,InstrCom,0,,,karok1997[25],1,1997
,Karok,InstrCom,1,,,karok1957[ 150],NA,1957
,Karok,LocDir,1,,,karok1957[ 75],1,1957
,Karok,LocDir,1,,,karok1997[26],2,1997
,Karok,MorphCaus,1,,,karok1957[75/109],2,1957
,Karok,MorphCaus,1,,,karok1997[171],1,1997
,Karok,NP_Agr,1,,No adjectives – Los adjetivos son nombres en funciones adjetivales por lo que toman la misma morfología del nombre al que modifican.,karok1957[69],1,1957
,Karok,NP_Agr,1,,case agreement,karok1997[29],1,1997
