,Language,Parameter,State_1,Certainty_1,Reference_1,Comments_1,State_2,Certainty_2,Reference_2,Comments_2
216,Lepcha,,1,1,Mainwaring (1876:31),Adjectives are declined in the same way the nouns they modify are',0,2,Plaiser (2003:707),Nouns (...) show no agreement with (...) adjectives'.
217,Ngarinjin,Pron1P,6,1,Coate y Oates (1970:28-29),,6,2,Spronck (2015:33),
218,Ngarinjin,Pron2P,5,1,Coate y Oates (1970:28-29),,4,2,Spronck (2015:33),
219,Ngarinjin,Pron3P,10,1,Coate y Oates (1970:28-29),,25,1,Spronck (2015:33),"La tercera persona presenta variaciones de género, y ""discourse status/spacial remoteness"" que generan el número tan elevado aunque impreciso. "
220,Ngarinjin,Cases,7,,Coate y Oates (1970:28-29),,6,1,Spronck (2015:20),
221,Ngarinjin,Dem,7,1,"Coate y Oates (1970:32,43)",,15,2,Spronck (2015:20),"Cinco demostrativos por cada una de las tres categorías: próximo, distante, remoto. "
222,Ngarinjin,NumClass,1,2,Coate y Oates (1970:19),,1,2,Spronck (2015:40),
223,Ngarinjin,GenClass,0,1,Coate y Oates (1970:20),No se mencionan en el apartado de clasificadores. ,0,,,
224,Ngarinjin,NounClass,1,2,Coate y Oates (1970:19),,1,2,Spronck (2015:40),
225,Ngarinjin,InstrCom,0,2,Coate y Oates (1970:63),Los ejemplos evidencian un mismo morfema para ambas funciones. ,1,2,Spronck (2015:20),
226,Ngarinjin,Poss,nan,,,,1,2,Spronck (2015:19),
227,Ngarinjin,LocDir,1,2,Coate y Oates (1970:19),,1,2,Spronck (2015:40),
228,Ngarinjin,TempLoc,1,1,Coate y Oates (1970:25),"Existe un morfema glosado como ""cuando"" diferente del locativo.",1,2,Spronck (2015:40),
229,Ngarinjin,DitransMarking,0,1,Coate y Oates (1970:71),Inferencia a partir de ejemplos. ,nan,,,
230,Ngarinjin,CA_case,0,,,Inferencia a partir de ejemplos. ,nan,,,
231,Ngarinjin,CA_head,1,,,Inferencia a partir de ejemplos. ,1,,,
232,Ngarinjin,CA_wordorder,1,1,,,nan,,,
233,Ngarinjin,PronAlign,nan,,,,neutro,1,Spronck (2015:19),
234,Ngarinjin,NomAlign,nan,,,,neutro,1,Spronck (2015:19),
235,Ngarinjin,TA_marks,9,1,Coate y Oates (1970:86),Nueve formas que pueden cumplir múltiples funciones dependiendo de la clase verbal a la que se sufijen. ,2,1,Spronck (2015:103),Presente e irrealis
236,Ngarinjin,Evid,1,1,Coate y Oates (1970:79),"Se consigna una forma que glosada como ""certeza""",2,2,Spronck (2015:211), (=karra) y un INDEF
237,Ngarinjin,Questions,1,1,Coate y Oates (1970:74),,1,1,Spronck (2015:2127),
238,Ngarinjin,MorphCaus,1,1,Coate y Oates (1970:74),Los causativos pueden ser libres o ligados. ,1,2,Spronck (2015:56,
239,Ngarinjin,Tones,0,,,,0,,,
240,Ngarinjin,Consonants,17,2,Coate y Oates (1970:4),,18,1,Spronck (2015:428),La gramática no presenta un inventario fonológico. El número consignado aquí responde a una inferencia a partir de la presentación del alfabeto de la lengua. 
241,Ngarinjin,Vowels,5,2,Coate y Oates (1970:4),,10,2,Spronck (2015:426),5 vocales largas. 
242,Ngarinjin,NasVowels,0,2,Coate y Oates (1970:4),,0,1,,
243,Ngarinjin,AdjN,N Adj ,1,Coate y Oates (1970:23),,N Adj ,2,Spronck (2015:426),
244,Ngarinjin,GenN,GEN N ,1,Coate y Oates (1970:25),,GEN N ,2,Spronck (2015:426),
245,Ngarinjin,BasicWO,SVO ,1,Coate y Oates (1970:79),,no hay orden básico,1,Spronck (2015:93),"""No fixed order"""
246,Ngarinjin,,1,1,,Inferencia a partir de ejemplos. ,1,2,Spronck (2015:27),
247,Ngarinjin,NP_Agr,1,2,Coate y Oates (1970:33),,1,1,Spronck (2015:40),
248,Ofaye,Pron1P, ,,,Esta descripción del Ofaye no presenta información gramatical. Solo fonológica. ,3,2,De Oliveira (197),Dos singulares (masculino y femenino) y una plural.
249,Ofaye,Pron2P,nan,,,,3,2,De Oliveira (197),Dos singulares (masculino y femenino) y una plural.
250,Ofaye,Pron3P,nan,,,,3,2,De Oliveira (197),Dos singulares (masculino y femenino) y una plural.
251,Ofaye,Cases,nan,,,,nan,,De Oliveira (197),
252,Ofaye,Dem,nan,,,,2,2,De Oliveira (2006: 107-108),Dos demostrativos: uno cercano al emisor y otro lejano tanto del emisor como del receptor de la locución.
253,Ofaye,NumClass,nan,,,,1,2,De Oliveira (2006: 1061),Singular y plural
254,Ofaye,GenClass,nan,,,,0,,,
255,Ofaye,NounClass,nan,,,,1,2,De Oliveira (97-105),"Los nombres toman género con el modificador léxico ""hembra"""
256,Ofaye,InstrCom,nan,,,,1,2,De Oliveira (2006:235),
257,Ofaye,Poss,nan,,,,1,2,De Oliveira (97-101),
258,Ofaye,LocDir,nan,,,,1,2,De Oliveira (2006:234),
259,Ofaye,TempLoc,nan,,,,nan,1,,No encuentro datos suficientes. 
260,Ofaye,DitransMarking,nan,,,,1,1,De Oliveira (2006:207),El objeto indirecto se marca con cero. 
261,Ofaye,CA_case,nan,,,,1,2,De Oliveira (2006:215),La marcación de caso varía en función a la semántica del verbo: verbos de emoción presentan alineamientos distintos a verbos de otras categorías. 
262,Ofaye,CA_head,nan,,,,0,,De Oliveira (2006:215),
263,Ofaye,CA_wordorder,nan,,,,1,,,
264,Ofaye,PronAlign,nan,,,,nominativo-acusativo,2,De Oliveira (2006:167-168),"Los verbos tanto transitivvos como intransitivos no presentan diferencia de marcación en el sujeto. Si hay contraste, por otro lado, entre las marcaciones de los verbos tr e intrs frente a los verbos activos-inactivos. "
265,Ofaye,NomAlign,nan,,,,activo-inactivo,2,De Oliveira (2006:215,Activo/Estativo aunque parece haber una situación de intransitividad escindida en función a la semántica de los verbos (2006:216-217)
266,Ofaye,TA_marks,nan,,,,1,2,De Oliveira (2006:174-180),La lengua solo marca la diferencia perfectivo-imperfectivo. La marca perfectiva es cero mientras que la imperfectiva es -ta. El tiempo se consigna mediante adverbios y otras interrelaciones entre el aspectoy el tiempo en función a la semántica de los verbos. 
267,Ofaye,Evid,nan,,,,0,,,
268,Ofaye,Questions,nan,,,,0,2,De Oliveira (2006:240-244),La lengua marca las clúauslas interrogativas a partir de una partícula léxica ggeneral y varias partículas del tipo WH question.
269,Ofaye,MorphCaus,nan,,,,0,1,De Oliveira (2006:7),
270,Ofaye,Tones,0,,Gudschinsky (1971:1-7),,0,2,De Oliveira (2006:89),
271,Ofaye,Consonants,11,2,Gudschinsky (1971:2),,15,2,De Oliveira (2006:40),
272,Ofaye,Vowels,6,2,Gudschinsky (1971:2),,6,2,De Oliveira (2006:40),
273,Ofaye,NasVowels,4,2,Gudschinsky (1971:2),,4,2,De Oliveira (2006:40),
274,Ofaye,AdjN,nan,,,,N Adj ,2,De Oliveira (2006:121),
275,Ofaye,GenN,nan,,,,GEN N ,2,De Oliveira (2006:120),
276,Ofaye,BasicWO,nan,,,,SOV ,2,De Oliveira (2006:205),
277,Ofaye,,0,1,,No existen datos,1,2,De Oliveira (2006:162),Concordancia opcional con A.
278,Ofaye,NP_Agr,0,1,,No existen datos,0,2,De Oliveira (2006:188),Se menciona explícitamente que el adjetivo no presenta ninguna marca de concordancia con el nombre. 
279,Onondaga,Pron1P,15,1,Zeisberger (1888:14),2 formas libres y 13 formas que aparentemente hacen parte del paradigma flexivo pronominal.,3,1,Chafe (1970),Inferencia a partir de los ejemplos. No se ofrece ningún paradigma pronominal claro.
280,Onondaga,Pron2P,14,1,Zeisberger (1888:14),2 formas libres y 12 formas que aparentemente hacen parte del paradigma flexivo.,2,,Chafe (1970),Inferencia a partir de los ejemplos. No se ofrece ningún paradigma pronominal claro.
281,Onondaga,Pron3P,28,1,Zeisberger (1888:14),6 formas libres y 22 formas que parecen hacer parte del paradigma de flexión pronominal.,4,1,Chafe (1970),"Ella, El, Ellos dual, Ellos plural.Inferencia a partir de los ejemplos. No se ofrece ningún paradigma pronominal claro."
282,Onondaga,Cases,2,1,Zeisberger (1888:3),"Si bien no hay flexión de caso,  se consigna una forma vocativa y una ablativa. ",2,1,,Causativo y Dativo
283,Onondaga,Dem,22,1,Zeisberger (1888:38),Dato sumamente dudoso.,2,1,Chafe (1970:32),
284,Onondaga,NumClass,1,1,Zeisberger (1888:3),,1,1,Chafe (1970:31),
285,Onondaga,GenClass,0,,,,0,,,
286,Onondaga,NounClass,1,1,Zeisberger (1888:3),El género es léxico. ,1,1,Chafe (1970:25),
287,Onondaga,InstrCom,nan,,,,nan,,,
288,Onondaga,Poss,nan,,,,nan,,,
289,Onondaga,LocDir,nan,,,,nan,,,
290,Onondaga,TempLoc,1,1,Zeisberger (1888:38-39),,nan,,,
291,Onondaga,DitransMarking,nan,,,,nan,,,
292,Onondaga,CA_case,nan,,,,nan,,,
293,Onondaga,CA_head,nan,,,,nan,,,
294,Onondaga,CA_wordorder,1,1,,,nan,,,
295,Onondaga,PronAlign,nan,,,,nan,,,
296,Onondaga,NomAlign,nan,,,,nan,,,
297,Onondaga,TA_marks,4,1,Zeisberger (1888:13),"Pasado, presente, futuro y continuativo. Posiblemente haya más marcas pero la descripción no ofrece segmentaciones legibles.",7,1,Chafe (1970:39-40),"Incoativo, iterativo, puntual, pasado, continuativo futuro, aorista"
298,Onondaga,Evid,nan,,,,nan,,,
299,Onondaga,Questions,0,1,Zeisberger (1888:17),Formas léxicas.,nan,,,
300,Onondaga,MorphCaus,nan,,,,1,1,Chafe (1970:39-40),
301,Onondaga,Tones,0,1,Zeisberger (1888:2),No es claro que no existan vocales nasales. La descripción no permite aseverarlo totalmente. ,nan,,,
302,Onondaga,Consonants,16,1,Zeisberger (1888:2),"La descripción habla de letras, no de sonidos. ",nan,,,La descripción no ofrece datos fonológicos procesables ni precisos.
303,Onondaga,Vowels,5,1,Zeisberger (1888:2),Se consignan solo las cinco vocales del alfabeto latino.,nan,,,
304,Onondaga,NasVowels,0,1,Zeisberger (1888:2),No es claro que no existan vocales nasales. La descripción no permite aseverarlo totalmente. ,nan,,,
305,Onondaga,AdjN,N Adj ,1,Zeisberger (1888:7),,Adj N ,1,Chafe (1970),Inferencia a aprtir de los ejemplos. Chafe (1970) menciona que las lenguas iroquesas tienden a tener un orden libre. 
306,Onondaga,GenN,GEN N ,1,Zeisberger (1888:15),,GEN N ,1,Chafe (1970),Inferencia a aprtir de los ejemplos. Chafe (1970) menciona que las lenguas iroquesas tienden a tener un orden libre. 
307,Onondaga,BasicWO,OVS ,1,,Inferencia a aprtir de los ejemplos. Chafe (1970) menciona que las lenguas iroquesas tienden a tener un orden libre. ,no hay orden básico,1,Chafe (1970),Inferencia a aprtir de los ejemplos. Chafe (1970) menciona que las lenguas iroquesas tienden a tener un orden libre. 
308,Onondaga,,1,1,Zeisberger (1888:18),Concordancia de número,0,,Información insuficiente,
309,Onondaga,,1,1,Zeisberger (1888:6),Concordancia en género y número. ,0,,Información insuficiente,
310,Seneca,Pron1P,5,1,Holmer (1954:32),"Singular, Dual, Plural,Exclusivo, Inclusivo. La descripción es incompleta.",6,2,Chafe (2015:31),"1 forma libre. 5 ligadas. En total hay 13 formas alomórfas. Sin embargo, son distintas a las de la gramática del primer estadio. "
311,Seneca,Pron2P,3,2,Holmer (1954:32),,4,2,Chafe (2015:31),"1 forma libre, 3 ligadas con sus respectivos alomorfos."
312,Seneca,Pron3P,4,2,Holmer (1954:32),"Masculino, no masculino, singular y plural. ",7,2,Chafe (2015:31),"7 funciones, 21 formas contantod todos los alomorfos."
313,Seneca,Cases,0,1,,La lengua no tiene caso gramatical.,0,0,,La lengua no presenta caso nominal. Pero hay marcas diferenciadas para agente y paciente.
314,Seneca,Dem,7,1,Holmer (1954:33),El autor menciona que las traducciones (y por ende las clasificaciones semánticas no son claras),3,2,Chafe (2015:119),
315,Seneca,NumClass,1,2,,"Singular, Dual, Plural",1,2,Chafe (2015:31),"Dual, Plural,Singular"
316,Seneca,GenClass,0,,,,0,,,
317,Seneca,NounClass,1,2,Holmer (1954:20),,1,,,
318,Seneca,InstrCom,nan,,,,nan,,,
319,Seneca,Poss,0,,,"La descripción no consigna diferencia entre alienabilidad e inalineabilidad pero la gramática 2, si. Sin embargo, se plantean ""clases de nombres"" que parecen responder a un ordenamiento alienable-inalienable aunque no se evidencia un tratamiento morfológico distinto. ",1,2,Chafe (2015:89),
320,Seneca,LocDir,1,2,Holmer (1954:38),,1,2,Chafe (2015:74),
321,Seneca,TempLoc,1,2,Holmer (1954:53),,1,2,Chafe (2015:127-128),
322,Seneca,DitransMarking,nan,,,,nan,,,
323,Seneca,CA_case,nan,,,,0,,,
324,Seneca,CA_head,1,,,Inferencia a partir de los ejemplos. ,1,,,"No hay caso nominal pero las marcas de A,S y P se ajifan al verbo."
325,Seneca,CA_wordorder,nan,,,,0,1,,Ejemplos
326,Seneca,PronAlign,nan,,,,nominativo-acusativo,,,Ejemplos.
327,Seneca,NomAlign,nan,,,,nominativo-acusativo,2,,Ejemplos
328,Seneca,TA_marks,19,1,Holmer (1954:35-38),La descripción recoge una  serie de formas entre positivas y negativas. Aquí no se consignan las formas denominadas de 'objeto'.,28,1,Chafe (2015:24-30),"Habitual, estativo, puntual, incoativo, futuro, factitivo. Diversas formas."
329,Seneca,Evid,0,,,,10,2,Chafe (2015:134),
330,Seneca,Questions,1,2,Holmer (1954),,1,2,Chafe (2015:153),
331,Seneca,MorphCaus,1,,,,1,2,Chafe (2015:63),
332,Seneca,Tones,0,2,Holmer (1954:16),,0,2,Chafe (2015:8),
333,Seneca,Consonants,10,2,Holmer (1954:16),,15,2,Chafe (2015:10),
334,Seneca,Vowels,5,2,Holmer (1954:13),,8,2,Chafe (2015:8),
335,Seneca,NasVowels,2,2,Holmer (1954:13),,2,2,Chafe (2015:8),
336,Seneca,AdjN,N Adj ,,,Ejemplos,Adj N ,2,Chafe (2015:147),
337,Seneca,GenN,GEN N ,1,Holmer (1954:21),,GEN N ,2,Chafe (2015:147),
338,Seneca,BasicWO,no hay orden básico,2,Holmer (1954:56),,no hay orden básico,2,Chafe (2015:147),
339,Seneca,,0,2,Holmer (1954:56),Los argumentos principales se incorporan al verbo. ,0,2,Chafe (2015:23),"Nuevamente, los participantes se incorporan a la raíz verbal. "
340,Seneca,,0,2,Holmer (1954:28),La lengua no presenta adjetivos.,0,2,Chafe (2015:120),Adjective like meanings'
341,Sirionó,Pron1P,3,2,Schermair (1949: 60),"Singular, Plural inclusivo y plural exclusivo. ",4,2,Dahl (2014:108),
342,Sirionó,Pron2P,2,2,Schermair (1949: 60),,3,2,Dahl (2014:108),
343,Sirionó,Pron3P,2,2,Schermair (1949: 60),,2,2,Dahl (2014:108),
344,Sirionó,Cases,7,1,Schermair (1949: 28),"Genitivo, dativo, acusativo, nominativo, locativo, instrumental, direccional.",3,2,Dahl (2014:114),"Sujeto, objeto y oblícuo."
345,Sirionó,Dem,7,1,Schermair (1949: 69),,3,2,Dahl (2014:124),
346,Sirionó,NumClass,0,1,Schermair (1949: 28),,0,2,,
347,Sirionó,GenClass,0,,,,1,2,Dahl (2014:123),
348,Sirionó,NounClass,1,1,Schermair (1949: 27),Se afijan formas léxicas como 'macho' o 'hembra',0,2,Dahl (2014:109),
349,Sirionó,InstrCom,1,2,Schermair (1949: 31),,nan,,,
350,Sirionó,Poss,nan,,,Cuando se habla de posesión no se evidencia la diferenciación por alienabilidad.,0,2,Dahl (2014:110),"No hay motivos para pensar en la distinción entre alienable e inalienable"""
351,Sirionó,LocDir,1,2,Schermair (1949: 31),,nan,,,
352,Sirionó,TempLoc,0,,,,nan,,,
353,Sirionó,DitransMarking,0,1,Schermair (1949: 164),Se utiliza la misma marca.,1,2,Dahl (2014:109),
354,Sirionó,CA_case,0,,,Se marcan con elementos libres. ,nan,,,
355,Sirionó,CA_head,nan,,,,nan,,,
356,Sirionó,CA_wordorder,1,1,Schermair (1949: 250),,1,2,Dahl (2014:110),
357,Sirionó,PronAlign,nan,,,"Parecen seguir el mismo patrón que los nombres. Sin embargo, la descripción no permite asegurar el patrón de marcación.",nominativo-acusativo,2,Dahl (2014:108),
358,Sirionó,NomAlign,nan,,,Orden de palabras. ,nan,2,Dahl (2014:114),No hay marcación en las FN. 
359,Sirionó,TA_marks,7,1,Schermair (1949: 5),,4,1,Dahl (2014:118),Realis-Irealis además de dos circunfijos de pasado con contenido evidencial.
360,Sirionó,Evid,nan,,,,3,2,Dahl (2014:120),
361,Sirionó,Questions,1,2,Schermair (1949: 74),,1,2,Dahl (2014:124),
362,Sirionó,MorphCaus,nan,,,,1,2,Dahl (2014:109),
363,Sirionó,Tones,0,,,,0,,,
364,Sirionó,Consonants,20,1,Schermair (1949: 11),,17,2,Dahl (2014:103),
365,Sirionó,Vowels,14,1,Schermair (1949: 9),,6,1,Dahl (2014:104),"Sin embargo, cada una puede presentar realizaciones nasales, orales, cortas o largas."
366,Sirionó,NasVowels,10,1,Schermair (1949: 9),,6,1,Dahl (2014:104),No tienen peso fonológico pero si son realizaciones muy comunes. 
367,Sirionó,AdjN,N Adj ,2,Schermair (1949: 43),,N Adj ,2,,Ejemplos.
368,Sirionó,GenN,GEN N ,1,Schermair (1949: 28),,ambos,2,Dahl (2014:116),
369,Sirionó,BasicWO,SOV ,1,Revisión de ejemplos.,,no hay orden básico,2,Dahl (2014:116),Se pueden presentar construcciones SOV y OSV.
370,Sirionó,,1,1,Schermair (1949: 111),,1,2,Dahl (2014:114),
371,Sirionó,,0,1,Schermair (1949: 43), La información es confusa. Se dice que el adjetivo no presenta ninguna marca de 'declinación' de género número o caso pero inmediatamente desúpués se sostiene que presenta los mismos 'accidentes gramaticales'.,0,2,Dahl (2014:115),La lengua no tiene adjetivos.
372,Uighur,Pron1P,2,2,Nadzip (1971:96),,3,2,Yakup (2005:103),Distinción entre inclusivo y exclusivo.
373,Uighur,Pron2P,3,2,Nadzip (1971:96),,5,2,Yakup (2005:103),
374,Uighur,Pron3P,2,2,Nadzip (1971:96),,2,2,Yakup (2005:103),
375,Uighur,Cases,7,2,Nadzip (1971:77),Se consignan formas idénticas para el lativo y el dativo. Se menciona un  caso comparativo que no se consigna en la tabla principal de casos pero que si se ha consignado en este cuestionario. ,6,2,Yakup (2005:104),Cada caso presenta más de una marca con ligeras diferencias semánticas.
376,Uighur,Dem,9,1,Nadzip (1971:101),Algunas formas aparentan ser compuestos. El autor lo menciona pero no hay ninguna sistematización que permita extraer las formas. ,6,1,Yakup (2005:104),"Los pornombres consignados son los ""básicos"". El sistema admite otros elementos que precisan la distancia entre el hablante y lo referenciado. "
377,Uighur,NumClass,1,2,Nadzip (1971:95),,1,2,"Yakup (2005:107, 126,etc.)",
378,Uighur,GenClass,0,,,,0,1,"Yakup (2005:96, 97, 98)",
379,Uighur,NounClass,0,1,Nadzip (1971),"Las distinciones de género son léxicas.Los únicos, y poco comunes, morfemas de género son prestados de lenguas de contacto y no son productivos. ",0,1,,Género léxico.
380,Uighur,InstrCom,0,2,Nadzip (1971:80),,nan,,,
381,Uighur,Poss,nan,,,,nan,,,
382,Uighur,LocDir,1,2,Nadzip (1971:83),,1,2,Yakup (2005:104),El direccional es llamado 'directivo'
383,Uighur,TempLoc,1,2,Nadzip (1971:84),,0,2,Yakup (2005:125),El locativo se sufija a lexemas temporales.
384,Uighur,DitransMarking,nan,,,,nan,,,
385,Uighur,CA_case,1,1,Nadzip (1971:76),,1,1,Yakup (2005),
386,Uighur,CA_head,nan,,,,nan,,,
387,Uighur,CA_wordorder,1,,,,1,,,
388,Uighur,PronAlign,nominativo-acusativo,2,Nadzip (1971:77),,nominativo-acusativo,2,Yakup (2005:103),
389,Uighur,NomAlign,nominativo-acusativo,2,Nadzip (1971:146-47),,nominativo-acusativo,2,Yakup (2005:103),
390,Uighur,TA_marks,5,1,Nadzip (1971:106),La descripción es bastante entreverada. Podría haber más elementos. ,3,2,,"Pasado habitual, intraterminal y aorista. El futuro se marca con verbos auxiliares. "
391,Uighur,Evid,0,1,Nadzip (1971),"La lengua si tiene marcas de evidencialidad tal y como se consigna en la gramática del estadio 2. Sin embargo, en esta primera no hay reastro de dichas formas. ",8,1,Yakup (2005:145),Algunas formas parecen morfológicamente complejas por lo que no queda claro su estatus de marcas puramente evidenciales. 
392,Uighur,Questions,1,2,Nadzip (1971:26),,1,2,Yakup (2005:106-,
393,Uighur,MorphCaus,1,2,Nadzip (1971:109),,1,2,Yakup (2005:108),
394,Uighur,Tones,0,,,,0,,,
395,Uighur,Consonants,24,2,Nadzip (1971:17),,22,2,Yakup (2005:30),
396,Uighur,Vowels,8,1,Nadzip (1971:17),,16,2,Yakup (2005:34),Se consideran las vocales largas.
397,Uighur,NasVowels,0,,,,0,2,Yakup (2005:34),
398,Uighur,AdjN,Adj N ,2,Nadzip (1971:139),,N Adj ,2,,Inferencia a partir de la evidencia en los ejemplos.
399,Uighur,GenN,N GEN ,2,Nadzip (1971:172),,N GEN ,2,Yakup (2005:97),
400,Uighur,BasicWO,SOV ,2,Nadzip (1971:140),,SOV ,2,,Ejemplos. 
401,Uighur,,1,1,Nadzip (1971:117),,0,1,Yakup (2005:125),Ejemplos. 
402,Uighur,,1,1,Nadzip (1971:90),,0,1,Yakup (2005:125),Ejemplos. 
403,Washo,Pron1P,5,2,Kroeber (1907:268),,7,2,Jacobsen (1964: 441-462),5 libres mas dos ligadas. Todas para sujeto. Hay otras marcas para objeto que no se contabilizan aquí.
404,Washo,Pron2P,4,2,Kroeber 1907:268),,6,2,Jacobsen (1964: 441-462),"3 libres, 3 ligadas. Hay otras marcas de objeto que no se contabilizan aquí. "
405,Washo,Pron3P,0,2,Kroeber 1907:268),"Sin embargo, presenta una marca de objeto -a en algunos casos. Si se toma como referencia la gramática 2, el apatrente 0  en verdad corresponde a un salto glotal. ",7,1,Jacobsen (1964: 441-462),"6libres, 1 ligada. Hay otras marcas de objeto que no se contabilizan aquí. "
406,Washo,Cases,13,1,Kroeber (1907:271),El listado de estas formas no es exahustivo. Hay tres marcas locativas que son formalmente distintas pero cuyo significado parece ser distinto.,5,1,Jacobsen (1964: 502),"Locativo, instrumental, comitativo, ablativo, proximativo."
407,Washo,Dem,6,2,Kroeber (1907:269),,1,1,,Solo una forma (-di) que admite flexión para especificar su significado. 
408,Washo,NumClass,1,,Kroeber (1907:299),,1,2,Jacobsen (1964: 599),
409,Washo,GenClass,0,,,Sin datos,0,,,Sin datos
410,Washo,NounClass,0,,,,1,2,Jacobsen (1964: 483),
411,Washo,InstrCom,1,2,Kroeber (1907:271),,1,2,Jacobsen (1964: 524),
412,Washo,Poss,nan,,,,nan,,,
413,Washo,LocDir,1,2,Kroeber (1907:271),,1,2,Jacobsen (1964: 564),
414,Washo,TempLoc,1,,Kroeber (1907:271),,nan,,,No se encuentran datos. 
415,Washo,DitransMarking,nan,,,No hay datos suficientes.,1,1,Jacobsen (1964: 455),
416,Washo,CA_case,nan,,,,nan,,,
417,Washo,CA_head,1,2,Kroeber (1907:270),,1,1,,El caso es marcado en el verbo. 
418,Washo,CA_wordorder,1,,,,1,,,
419,Washo,PronAlign,nominativo-acusativo,1,Kroeber (1907:280),1 y 3 presentan un alineamiento tripartito. 2 presenta un alineamiento nominativo-acusativo. ,nominativo-acusativo,1,,
420,Washo,NomAlign,neutro,,,No hay marcas en el nombre.,neutro,,,"NO hay marcas de A,S y P en el nombre."
421,Washo,TA_marks,19,2,Kroeber (1907:290),,13,2,Jacobsen (1964: 606),
422,Washo,Evid,nan,1,Kroeber (1907:290),"Sin embargo, el potencial parece tener usos evidenciales.",4,2,Jacobsen (1964: 606),"Etres niveles; primera mano visual, primera mano auditiva y reportativo. Se incliye un posclítico de ""conjetura"""
423,Washo,Questions,1,,,,1,2,Jacobsen (1964: 598),
424,Washo,MorphCaus,1,,Kroeber (1907:271),,1,2,Jacobsen (1964: 584),
425,Washo,Tones,0,,,,0,,Jacobsen (1964: 52),
426,Washo,Consonants,21,2,Kroeber (1907:255),,26,2,Jacobsen (1964: 52),
427,Washo,Vowels,5,1,Kroeber (1907:253),,12,2,Jacobsen (1964: 52),
428,Washo,NasVowels,0,2,Kroeber (1907:253),,0,,Jacobsen (1964: 52),
429,Washo,AdjN,N Adj ,2,Kroeber (1907:299),,N Adj ,2,Jacobsen (1964),
430,Washo,GenN,GEN N ,2,Kroeber (1907:301),,GEN N ,2,Jacobsen (1964),Los paradigmas pronominales y todas los ejemplos de posesión evidencian el orden consignado.
431,Washo,BasicWO,SOV ,2,Kroeber (1907:301),,SOV ,2,Jacobsen (1964),
432,Washo,,1,2,Kroeber (1907:270),Las relaciones gramaticales se marcan en el verbo.,1,2,Jacobsen (1964: 393),Las relaciones gramaticales se marcan en el verbo.
433,Washo,NP_Agr,0,1,,Los datos no son claros.,0,2,Jacobsen (1964:412),
434,Yami,Pron1P,3,2,Asai (1936:16),"Singular, plural exclusivo e inclusivo.",6,2,Rau-dong (2006:123),Incluye formas libres y ligadas.
435,Yami,Pron2P,4,2,Asai (1936:16),Dos formas singulares y  dos formas plurales.,5,2,Rau-dong (2006:123),Incluye formas libres y ligadas.
436,Yami,Pron3P,4,2,Asai (1936:17),"Dos singulares, una plural.",4,2,Rau-dong (2006:123),Incluye formas libres y ligadas.
437,Yami,Cases,3,1,Asai (1936:16),"Nominativo, atributivo, locativo. ",4,2,Rau-dong (2006:118),"Locativo, Nominativo, Genitivo y Oblícuo."
438,Yami,Dem,0,,,no hay evidencia,16,2,Rau-dong (2006:119),Distinciones  en función a la distancia del hablante. 
439,Yami,NumClass,1,2,,Diferencias entre formas singulares y plurales.,1,2,Rau-dong (2006:122),
440,Yami,GenClass,0,,,no hay evidencia,0,,,no hay evidencia
441,Yami,NounClass,0,,,no hay evidencia,0,,,no hay evidencia
442,Yami,InstrCom,nan,,,no hay evidencia,0,1,Rau-dong (2006:92),No se menciona al comitativo.
443,Yami,Poss,nan,,,no hay evidencia,0,2,Rau-dong (2006:90),
444,Yami,LocDir,nan,,,no hay evidencia,1,2,Rau-dong (2006:136),
445,Yami,TempLoc,nan,,,no hay evidencia,nan,,,"En todas las meciones al locativo, no se hace referencia al matiz temporal."
446,Yami,DitransMarking,nan,,,no hay evidencia,nan,,,
447,Yami,CA_case,nan,,,no hay evidencia,nan,,,
448,Yami,CA_head,nan,,,no hay evidencia,nan,,,
449,Yami,CA_wordorder,1,,,no hay evidencia,1,,,
450,Yami,PronAlign,nan,,,no hay evidencia,nan,,,
451,Yami,NomAlign,nan,,,no hay evidencia,ergativo-absolutivo,2,Rau-dong (2006:94),
452,Yami,TA_marks,7,1,Asai (1936:82),"Tres marcas de pretérito, cuatro aspectuales que denotan continuativo, rrealis e irrealis.",18,2,Rau-dong (2006:88),
453,Yami,Evid,0,,,No se hace referencia a marcas de evidencialidad. ,0,,,
454,Yami,Questions,1,2,Asai (1936:86),Partícula interrogativa.,1,,Rau-dong (2006:97),Partículas libres.
455,Yami,MorphCaus,1,2,Asai (1936:76),*-pa,1,2,Rau-dong (2006:84),
456,Yami,Tones,0,,,,0,,,
457,Yami,Consonants,14,2,Asai (1936:16),,20,2,Rau-dong (2006:79),
458,Yami,Vowels,7,2,Asai (1936:12),,4,2,Rau-dong (2006:79),
459,Yami,NasVowels,0,1,Asai (1936:12),,0,,,
460,Yami,AdjN,Adj N ,1,,Ejemplos.,Adj N ,2,Rau-dong (2006:125),
461,Yami,GenN,ambos,,,Ejemplos: yuxtaposicipón.,N GEN ,2,Rau-dong (2006:105),
462,Yami,BasicWO,VSO ,1,Asai (1936:12),,SVO ,2,Rau-dong (2006:91),
463,Yami,,0,,Información insuficiente,,1,2,Rau-dong (2006:94),
464,Yami,NP_Agr,0,,Información insuficiente,,0,2,Rau-dong (2006:125),La lengua no tiene adjetivos. Las frases adjetivales no presentan concordancia con el nombre. 
