1,Language_ID,Parameter_ID,Value,Certainty,Comment,Source,Year
775,GuuguYimidhirr,InstrCom,NA,NA,,yimidhirr1901,1901
776,GuuguYimidhirr,LocDir,NA,NA,,yimidhirr1901,1901
777,GuuguYimidhirr,LocDir,NA,NA,,yimidhirr1979,1979
778,GuuguYimidhirr,MorphCaus,1,2,,yimidhirr1979[47],1979
779,GuuguYimidhirr,MorphCaus,NA,NA,,yimidhirr1901,1901
780,GuuguYimidhirr,NP_Agr,0,2,,yimidhirr1901[23],1901
781,GuuguYimidhirr,NP_Agr,1,2,Through case,yimidhirr1979[46],1979
782,GuuguYimidhirr,NasVowels,0,2,,yimidhirr1979[28],1979
783,GuuguYimidhirr,NasVowels,NA,NA,,yimidhirr1901,1901
784,GuuguYimidhirr,NomAlign,ergative-absolutive,2,,yimidhirr1979[46-47],1979
785,GuuguYimidhirr,NomAlign,nominative-accusative,2,,yimidhirr1901[16],1901
786,GuuguYimidhirr,Poss,NA,NA,,yimidhirr1901,1901
787,GuuguYimidhirr,Poss,NA,NA,,yimidhirr1979,1979
788,GuuguYimidhirr,Pron1P,4,2,,yimidhirr1901[17],1901
789,GuuguYimidhirr,Pron1P,6,2,,yimidhirr1979[66],1979
790,GuuguYimidhirr,Pron2P,3,2,,yimidhirr1901[17],1901
791,GuuguYimidhirr,Pron2P,4,2,,yimidhirr1979[66],1979
792,GuuguYimidhirr,Pron3P,3,2,,yimidhirr1901[17],1901
793,GuuguYimidhirr,Pron3P,3,2,,yimidhirr1979[66],1979
794,GuuguYimidhirr,PronAlign,nominative-accusative,2,,yimidhirr1901[16-18],1901
795,GuuguYimidhirr,PronAlign,nominative-accusative,2,,yimidhirr1979[65],1979
796,GuuguYimidhirr,Questions,1,2,via tone,yimidhirr1901[32],1901
797,GuuguYimidhirr,Questions,NA,NA,,yimidhirr1979,1979
798,GuuguYimidhirr,TA_marks,12,2,,yimidhirr1901[21],1901
799,GuuguYimidhirr,TA_marks,14,2,,yimidhirr1979[80],1979
800,GuuguYimidhirr,TempLoc,NA,NA,,yimidhirr1901,1901
801,GuuguYimidhirr,TempLoc,NA,NA,,yimidhirr1979,1979
802,GuuguYimidhirr,Tones,NA,NA,Mentions lexical tone - but does not expand on this – Mencionan la existencia de tono fonológico pero no dan un número.,yimidhirr1901,1901
803,GuuguYimidhirr,Tones,NA,NA,,yimidhirr1979,1979
804,GuuguYimidhirr,VP_Agr,0,2,,yimidhirr1901[21],1901
805,GuuguYimidhirr,VP_Agr,0,2,,yimidhirr1979[28],1979
806,GuuguYimidhirr,Vowels,6,2,,yimidhirr1979[28],1979
807,GuuguYimidhirr,Vowels,NA,NA,,yimidhirr1901,1901
808,Hawaiian,AdjN,both,2,different kinds of adjectives require different orders,hawaiian1854[53],1854
809,Hawaiian,AdjN,both,2,flexible word classes,hawaiian1979[127],1979
810,Hawaiian,BasicWO,VSO,2,,hawaiian1854[35],1854
811,Hawaiian,BasicWO,VSO,2,,hawaiian1979[108],1979
812,Hawaiian,CA_case,1,2,,hawaiian1854[101],1854
813,Hawaiian,CA_case,1,2,,hawaiian1979[131],1979
814,Hawaiian,CA_head,0,2,,hawaiian1854[101],1854
815,Hawaiian,CA_head,0,2,,hawaiian1979[131],1979
816,Hawaiian,CA_wordorder,0,2,pronouns and case,hawaiian1854[58],1854
817,Hawaiian,CA_wordorder,0,2,,hawaiian1979[131],1979
818,Hawaiian,Cases,10,2,,hawaiian1854[42],1854
819,Hawaiian,Cases,10,2,not counted “agentive” - seems to be an antipassive marker,hawaiian1979[131],1979
820,Hawaiian,ClassGen,0,2,,hawaiian1854,1854
821,Hawaiian,ClassGen,0,2,,hawaiian1979,1979
822,Hawaiian,ClassNoun,0,2,,hawaiian1854,1854
823,Hawaiian,ClassNoun,0,2,,hawaiian1979,1979
824,Hawaiian,ClassNum,1,2,,hawaiian1854[31],1854
825,Hawaiian,ClassNum,1,2,only one,hawaiian1979[158],1979
826,Hawaiian,Consonants,7,1,did not recognize the glottal stop as consonant,hawaiian1854[11],1854
827,Hawaiian,Consonants,8,2,glottal stop “second most frequent consonant in the language”,hawaiian1979[13],1979
828,Hawaiian,Dem,7,1,3 stems,hawaiian1854[85],1854
829,Hawaiian,Dem,11,2,stems resemble the forms of Andrews - who probably misinterpreted a lot of the forms because his analysis was less fine-grained,hawaiian1979[110],1979
830,Hawaiian,DitransMarking,0,2,acc case expresses both,hawaiian1854[48],1854
831,Hawaiian,DitransMarking,0,2,,hawaiian1979[133],1979
832,Hawaiian,Evid,0,NA,,hawaiian1854,1854
833,Hawaiian,Evid,0,NA,,hawaiian1979,1979
834,Hawaiian,GenN,Gen N,2,,hawaiian1854[46],1854
835,Hawaiian,GenN,Gen N,2,unsure whether this is a genitive - but form and structure is identical to that of Andrews,hawaiian1979[116],1979
836,Hawaiian,InstrCom,0,2,labelled as dative,hawaiian1854[46],1854
837,Hawaiian,InstrCom,0,2,,hawaiian1979[145],1979
838,Hawaiian,LocDir,1,2,,hawaiian1854[50],1854
839,Hawaiian,LocDir,1,2,,hawaiian1979[136],1979
840,Hawaiian,MorphCaus,1,2,,hawaiian1854[122],1854
841,Hawaiian,MorphCaus,1,2,,hawaiian1979[87],1979
842,Hawaiian,NP_Agr,0,1,no mentions of agreement and a generally inflection-light language,hawaiian1854,1854
843,Hawaiian,NP_Agr,0,1,no mentions of agreement and a generally inflection-light language,hawaiian1979,1979
844,Hawaiian,NasVowels,0,NA,,hawaiian1854,1854
845,Hawaiian,NasVowels,0,NA,,hawaiian1979,1979
846,Hawaiian,NomAlign,nominative-accusative,2,,hawaiian1854[58],1854
847,Hawaiian,NomAlign,nominative-accusative,2,,hawaiian1979[131],1979
848,Hawaiian,Poss,1,2,,hawaiian1854[46],1854
849,Hawaiian,Poss,1,2,,hawaiian1979[108],1979
850,Hawaiian,Pron1P,5,2,incl/excl in dual and pl,hawaiian1854[58],1854
851,Hawaiian,Pron1P,5,2,,hawaiian1979[107],1979
852,Hawaiian,Pron2P,3,2,,hawaiian1854[58],1854
853,Hawaiian,Pron2P,3,2,,hawaiian1979[107],1979
854,Hawaiian,Pron3P,3,2,,hawaiian1854[58],1854
855,Hawaiian,Pron3P,3,2,,hawaiian1979[107],1979
856,Hawaiian,PronAlign,nominative-accusative,2,pronouns inflect for case - but are frequently omitted,hawaiian1854[42],1854
857,Hawaiian,PronAlign,nominative-accusative,2,pronouns inflect for case - but are frequently omitted,hawaiian1979[107],1979
858,Hawaiian,Questions,prosody,2,wh in-situ,hawaiian1979[22],1979
859,Hawaiian,Questions,NA,NA,nothing mentioned apart from wh-pronouns,hawaiian1854,1854
860,Hawaiian,TA_marks,5,2,,hawaiian1979[58],1979
861,Hawaiian,TA_marks,9,1,mistakes Aspect for tense system and miscategorizes a lot of categories,hawaiian1854[102],1854
862,Hawaiian,TempLoc,0,2,acc case expresses both,hawaiian1854[48],1854
863,Hawaiian,TempLoc,0,2,,hawaiian1979[135],1979
864,Hawaiian,Tones,0,NA,,hawaiian1854,1854
865,Hawaiian,Tones,0,NA,,hawaiian1979,1979
866,Hawaiian,VP_Agr,0,2,,hawaiian1854[101],1854
867,Hawaiian,VP_Agr,0,2,,hawaiian1979[131],1979
868,Hawaiian,Vowels,5,2,,hawaiian1854[11],1854
869,Hawaiian,Vowels,5,2,stress/length adds extra five - but as Andrews did not count them (but did recognize them - I dont either),hawaiian1979[14],1979
870,HokkaidoAinu,AdjN,NA,NA,inflected like intransitive verbs → no adjectives,hokkaidoainu1979[27],1979
871,HokkaidoAinu,AdjN,NA,NA,There is no morphologically distinct class of adjectives.,hokkaidoainu2012[470],2012
872,HokkaidoAinu,BasicWO,SOV,2,,hokkaidoainu1979[40],1979
873,HokkaidoAinu,BasicWO,SOV,2,,hokkaidoainu2012[472],2012
874,HokkaidoAinu,CA_case,0,2,,hokkaidoainu1979[212],1979
875,HokkaidoAinu,CA_case,0,2,There is no flagging (= case marking) on arguments (S/A/O) - either on pronouns or onnouns. Obliques are marked by postpositions (15.4.2).,hokkaidoainu2012[472],2012
876,HokkaidoAinu,CA_head,1,2,,hokkaidoainu1979[212],1979
877,HokkaidoAinu,CA_head,1,2,,hokkaidoainu2012[472],2012
878,HokkaidoAinu,CA_wordorder,0,2,,hokkaidoainu1979[212],1979
879,HokkaidoAinu,CA_wordorder,0,2,,hokkaidoainu2012[472],2012
880,HokkaidoAinu,Cases,0,2,postpositions,hokkaidoainu1979[164],1979
881,HokkaidoAinu,Cases,0,2,postpositions,hokkaidoainu2012[483],2012
882,HokkaidoAinu,ClassGen,0,2,,hokkaidoainu1979,1979
883,HokkaidoAinu,ClassGen,0,2,,hokkaidoainu2012,2012
884,HokkaidoAinu,ClassNoun,0,2,,hokkaidoainu1979,1979
885,HokkaidoAinu,ClassNoun,0,2,,hokkaidoainu2012,2012
886,HokkaidoAinu,ClassNum,1,2,human/non-human classifier,hokkaidoainu1979[111],1979
887,HokkaidoAinu,ClassNum,1,2,human/non-human,hokkaidoainu2012[471],2012
888,HokkaidoAinu,Consonants,12,2,“excluding the glottal plosive - there are 11 consonants” - well - lets not exclude it then because Bugaeva doesnt either,hokkaidoainu1979[68],1979
889,HokkaidoAinu,Consonants,12,2,,hokkaidoainu2012[465],2012
890,HokkaidoAinu,Dem,3,2,form such as “tapan” from Bugaeva are proximated by examples,hokkaidoainu1979[97],1979
891,HokkaidoAinu,Dem,3,2,,hokkaidoainu2012[472],2012
892,HokkaidoAinu,DitransMarking,1,2,unmarked P or allative case - A/O marked on verb,hokkaidoainu1979[164],1979
893,HokkaidoAinu,DitransMarking,1,2,,hokkaidoainu2012[476],2012
894,HokkaidoAinu,Evid,4,2,The choice of nominalizer in the sentence final form is thus determined by the semantic content of die verb being nominalizcd.,hokkaidoainu1979[230],1979
895,HokkaidoAinu,Evid,4,2,The expressive nominalizers ruwe eEVD - hawe eSAID - siri eSEEN - and humi eFELT,hokkaidoainu2012[493],2012
896,HokkaidoAinu,GenN,Gen N,2,,hokkaidoainu1979[40],1979
897,HokkaidoAinu,GenN,Gen N,2,,hokkaidoainu2012[478],2012
898,HokkaidoAinu,InstrCom,1,2,,hokkaidoainu1979[170],1979
899,HokkaidoAinu,InstrCom,1,2,,hokkaidoainu2012[476],2012
900,HokkaidoAinu,LocDir,1,2,,hokkaidoainu1979[165],1979
901,HokkaidoAinu,LocDir,1,2,,hokkaidoainu2012[476],2012
902,HokkaidoAinu,MorphCaus,1,2,,hokkaidoainu1979[142],1979
903,HokkaidoAinu,MorphCaus,1,2,,hokkaidoainu2012[481],2012
904,HokkaidoAinu,NP_Agr,NA,NA,inflected like intransitive verbs → no adjectives,hokkaidoainu1979[27],1979
905,HokkaidoAinu,NP_Agr,NA,NA,There is no morphologically distinct class of adjectives.,hokkaidoainu2012[470],2012
906,HokkaidoAinu,NasVowels,0,NA,,hokkaidoainu1979,1979
907,HokkaidoAinu,NasVowels,0,NA,,hokkaidoainu2012,2012
908,HokkaidoAinu,NomAlign,neuter,2,,hokkaidoainu1979[212],1979
909,HokkaidoAinu,NomAlign,neuter,2,,hokkaidoainu2012[472],2012
910,HokkaidoAinu,Poss,1,2,,hokkaidoainu1979[81],1979
911,HokkaidoAinu,Poss,1,2,,hokkaidoainu2012[478],2012
912,HokkaidoAinu,Pron1P,2,2,,hokkaidoainu1979[92],1979
913,HokkaidoAinu,Pron1P,2,2,,hokkaidoainu2012[471],2012
914,HokkaidoAinu,Pron2P,2,2,,hokkaidoainu1979[92],1979
915,HokkaidoAinu,Pron2P,2,2,,hokkaidoainu2012[471],2012
916,HokkaidoAinu,Pron3P,2,2,,hokkaidoainu1979[92],1979
917,HokkaidoAinu,Pron3P,2,2,,hokkaidoainu2012[471],2012
918,HokkaidoAinu,PronAlign,neuter,2,,hokkaidoainu1979[212],1979
919,HokkaidoAinu,PronAlign,neuter,2,Personal pronouns (Table 15.2) are uninflected (S/A/O),hokkaidoainu2012[472],2012
920,HokkaidoAinu,Questions,morphology and prosody,2,,hokkaidoainu1979[229],1979
921,HokkaidoAinu,Questions,morphology and prosody,2,,hokkaidoainu2012[497],2012
922,HokkaidoAinu,TA_marks,4,2,,hokkaidoainu1979[193],1979
923,HokkaidoAinu,TA_marks,4,2,4 asp + 4 mood,hokkaidoainu2012[493],2012
924,HokkaidoAinu,TempLoc,0,2,,hokkaidoainu1979[164],1979
925,HokkaidoAinu,TempLoc,0,2,example with “loc” + “day”,hokkaidoainu2012[476],2012
926,HokkaidoAinu,Tones,0,NA,,hokkaidoainu1979,1979
927,HokkaidoAinu,Tones,0,NA,,hokkaidoainu2012,2012
928,HokkaidoAinu,VP_Agr,1,2,,hokkaidoainu1979[212],1979
929,HokkaidoAinu,VP_Agr,1,2,,hokkaidoainu2012[472],2012
930,HokkaidoAinu,Vowels,5,2,,hokkaidoainu1979[68],1979
931,HokkaidoAinu,Vowels,5,2,,hokkaidoainu2012[466],2012
932,Isinai,AdjN,Adj N,2,N Adj is a structure of Relative clause and has different means of subordination than Adj N,isinai1918[70],1918
933,Isinai,AdjN,Adj N,2,,isinai2015[10],2015
934,Isinai,BasicWO,VSO,2,taken from examples on eating venison,isinai1918[50],1918
935,Isinai,BasicWO,VSO,2,Various examples seem to indicate VSO; Only V-initial is sure however,isinai2015[25],2015
936,Isinai,CA_case,1,2,,isinai1918[33],1918
937,Isinai,CA_case,1,2,,isinai2015[18],2015
938,Isinai,CA_head,0,2,“ If - in spite of this absence of inflection - !sinai word-forms and sentences have a distinctly assertiveenergy - they derive this in great part from the vigor of theparticles employed - which - as indicated above - show themselvesclearly as of emphatic or demonstrative origin.“,isinai1918[32],1918
939,Isinai,CA_head,0,2,focus marker for persons - but no agreement,isinai2015[30],2015
940,Isinai,CA_wordorder,0,2,,isinai1918,1918
941,Isinai,CA_wordorder,0,2,,isinai2015,2015
942,Isinai,Cases,3,2,“three fundamental groups of construction” – erg - abs - oblique,isinai1918[33],1918
943,Isinai,Cases,3,2,erg - abs oblique with genitive taking erg and oblique forms,isinai2015[18],2015
944,Isinai,ClassGen,0,2,,isinai1918,1918
945,Isinai,ClassGen,0,2,,isinai2015,2015
946,Isinai,ClassNoun,0,2,,isinai1918,1918
947,Isinai,ClassNoun,0,2,,isinai2015,2015
948,Isinai,ClassNum,0,1,,isinai2015,2015
949,Isinai,ClassNum,1,1,,isinai1918[21],1918
950,Isinai,Consonants,16,2,,isinai2015[10],2015
951,Isinai,Consonants,NA,NA,not discussed,isinai1918,1918
952,Isinai,Dem,3,2,three different forms attested - but not differentiated for cases,isinai1918[60],1918
953,Isinai,Dem,3,2,inflect for case,isinai2015[27],2015
954,Isinai,DitransMarking,1,2,,isinai1918[33],1918
955,Isinai,DitransMarking,1,2,second object is oblique marked,isinai2015[51],2015
956,Isinai,Evid,0,NA,,isinai1918,1918
957,Isinai,Evid,0,NA,,isinai2015[35],2015
958,Isinai,GenN,N Gen,2,“ the possessivepronoun anticipating the expression of the possessor -”,isinai1918[93],1918
959,Isinai,GenN,N Gen,2,,isinai2015[53],2015
960,Isinai,InstrCom,NA,NA,,isinai1918,1918
961,Isinai,InstrCom,NA,NA,,isinai2015,2015
962,Isinai,LocDir,NA,NA,,isinai1918,1918
963,Isinai,LocDir,NA,NA,,isinai2015,2015
964,Isinai,MorphCaus,1,2,sa-,isinai2015[35],2015
965,Isinai,MorphCaus,NA,NA,not discussed,isinai1918,1918
966,Isinai,NP_Agr,0,1,Not mentioned,isinai1918[70],1918
967,Isinai,NP_Agr,0,1,Not mentioned,isinai2015[10],2015
968,Isinai,NasVowels,0,NA,not discussed,isinai1918,1918
969,Isinai,NasVowels,0,NA,,isinai2015,2015
970,Isinai,NomAlign,ergative-absolutive,2,,isinai1918[40],1918
971,Isinai,NomAlign,ergative-absolutive,2,,isinai2015[18],2015
972,Isinai,Poss,NA,NA,,isinai1918,1918
973,Isinai,Poss,NA,NA,,isinai2015,2015
974,Isinai,Pron1P,4,2,dual and incl/excl,isinai1918[59],1918
975,Isinai,Pron1P,4,2,does not give dual in table but in lexical appendix he does,isinai2015[26],2015
976,Isinai,Pron2P,2,2,,isinai1918,1918
977,Isinai,Pron2P,2,2,,isinai2015[26],2015
978,Isinai,Pron3P,2,2,,isinai1918,1918
979,Isinai,Pron3P,2,2,,isinai2015[26],2015
980,Isinai,PronAlign,ergative-absolutive,2,,isinai1918[40],1918
981,Isinai,PronAlign,ergative-absolutive,2,,isinai2015[26],2015
982,Isinai,Questions,morphology,2,question particle “kadi”,isinai2015[53],2015
983,Isinai,Questions,NA,NA,not discussed,isinai1918,1918
984,Isinai,TA_marks,5,2,counting infinitive as Aspect as well,isinai2015[32],2015
985,Isinai,TA_marks,NA,NA,not discussed,isinai1918,1918
986,Isinai,TempLoc,NA,NA,,isinai1918,1918
987,Isinai,TempLoc,NA,NA,,isinai2015,2015
988,Isinai,Tones,0,NA,not discussed,isinai1918,1918
989,Isinai,Tones,0,NA,,isinai2015,2015
990,Isinai,VP_Agr,0,2,“ If - in spite of this absence of inflection - !sinai word-forms and sentences have a distinctly assertiveenergy - they derive this in great part from the vigor of theparticles employed - which - as indicated above - show themselvesclearly as of emphatic or demonstrative origin.“,isinai1918[32],1918
991,Isinai,VP_Agr,0,2,focus marker for persons - but no agreement,isinai2015[30],2015
992,Isinai,Vowels,5,2,,isinai2015[10],2015
993,Isinai,Vowels,NA,NA,not discussed,isinai1918,1918
994,Jaru,AdjN,N Adj,1,based on examples,jaru1981[93-94],1981
995,Jaru,AdjN,both,2,,jaru2015[366-367],2015
996,Jaru,BasicWO,SOV,1,Second most frequent is SVO – El segundo más extendido es SVO,jaru1981[211],1981
997,Jaru,BasicWO,no basic word order,2,Table shows similar frequency of different orders – La tabla demuestra una frecuencia parecida entre los distintos órdenes,jaru2015[547-548],2015
998,Jaru,CA_case,1,2,,jaru1981[55],1981
999,Jaru,CA_case,1,2,,jaru2015[531],2015
1000,Jaru,CA_head,0,1,based on examples,jaru1981,1981
1001,Jaru,CA_head,NA,NA,,jaru2015,2015
1002,Jaru,CA_wordorder,0,2,,jaru2015[547],2015
1003,Jaru,CA_wordorder,1,2,,jaru1981[211],1981
1004,Jaru,Cases,8,2,,jaru1981[55-61],1981
1005,Jaru,Cases,10,2,,jaru2015[168],2015
1006,Jaru,ClassGen,0,NA,,jaru1981,1981
1007,Jaru,ClassGen,0,NA,,jaru2015,2015
1008,Jaru,ClassNoun,0,2,,jaru1981[2],1981
1009,Jaru,ClassNoun,1,2,Two number suffixes: dual and paucal – Parece haber dos sufijos de número: dual y paucal,jaru2015[210],2015
1010,Jaru,ClassNum,0,NA,,jaru1981,1981
1011,Jaru,ClassNum,0,NA,,jaru2015,2015
1012,Jaru,Consonants,17,2,,jaru1981[23],1981
1013,Jaru,Consonants,17,2,,jaru2015[62],2015
1014,Jaru,Dem,7,1,,jaru1981[61-63],1981
1015,Jaru,Dem,7,2,,jaru2015[110-11],2015
1016,Jaru,DitransMarking,1,1,,jaru2015[582],2015
1017,Jaru,DitransMarking,NA,NA,,jaru1981,1981
1018,Jaru,Evid,NA,NA,,jaru1981,1981
1019,Jaru,Evid,NA,NA,,jaru2015,2015
1020,Jaru,GenN,NA,NA,,jaru1981,1981
1021,Jaru,GenN,NA,NA,,jaru2015,2015
1022,Jaru,InstrCom,0,1,Ergative has instrumental function - but comitative is not mentioned – El ergativo tiene función de instrumental. No hay mención en la gramática de la categoría de comitativo - solo de instrumental,jaru1981,1981
1023,Jaru,InstrCom,1,2,Ergative has instrumental function - and there is a comitative – El ergativo tiene función de instrumental y existe un caso comitativo,jaru2015[173],2015
1024,Jaru,LocDir,1,1,,"jaru1981[55,208]",1981
1025,Jaru,LocDir,1,2,,"jaru2015[169,111]",2015
1026,Jaru,MorphCaus,0,2,,jaru1981[193],1981
1027,Jaru,MorphCaus,0,1,Only mentions affixation of this transitive verb / Solo mencionan la afijación de ese verbo transitivo,jaru2015[454],2015
1028,Jaru,NP_Agr,1,2,,jaru1981[94],1981
1029,Jaru,NP_Agr,1,2,,jaru2015[105],2015
1030,Jaru,NasVowels,0,1,not mentioned,"jaru1981[23,26]",1981
1031,Jaru,NasVowels,0,1,Only appears as phonological process / Solo aparece como proceso fonológico,jaru2015,2015
1032,Jaru,NomAlign,ergative-absolutive,2,,jaru1981[55],1981
1033,Jaru,NomAlign,ergative-absolutive,2,,jaru2015[532],2015
1034,Jaru,Poss,0,2,Syntactic distinction - not morphological – La distinción no es morfológica - sino sintáctica,jaru1981[194],1981
1035,Jaru,Poss,1,2,,jaru2015[374-378],2015
1036,Jaru,Pron1P,6,1,,jaru1981[64-65],1981
1037,Jaru,Pron1P,7,2,,jaru2015[214],2015
1038,Jaru,Pron2P,3,1,,jaru1981[64-65],1981
1039,Jaru,Pron2P,3,2,,jaru2015[214],2015
1040,Jaru,Pron3P,2,1,,jaru1981[64-65],1981
1041,Jaru,Pron3P,3,2,,jaru2015[214],2015
1042,Jaru,PronAlign,ergative-absolutive,1,Free pronouns have erg-abs - pronominal have nom-acc – Las pronombres libres son erg-abs; las marcas pronominales son nom-acc,jaru1981[91],1981
1043,Jaru,PronAlign,neuter,1,,jaru2015[214],2015
1044,Jaru,Questions,0,2,via lexicon,jaru1981[63-75],1981
1045,Jaru,Questions,0,2,via lexicon,jaru2015,2015
1046,Jaru,TA_marks,NA,NA,,jaru1981,1981
1047,Jaru,TA_marks,NA,NA,,jaru2015,2015
1048,Jaru,TempLoc,0,1,Only mentions a locative / Solo mencionan un locativo,jaru1981[55],1981
1049,Jaru,TempLoc,NA,NA,,jaru2015,2015
1050,Jaru,Tones,0,2,,jaru1981[47],1981
1051,Jaru,Tones,0,1,Does not seem to be attested - is not discussed – Parece no haber - no se menciona en el capítulo de fonología y no apareció como relevante en la anterior gram,jaru2015,2015
1052,Jaru,VP_Agr,0,2,,jaru1981[76],1981
1053,Jaru,VP_Agr,0,2,,jaru2015[401],2015
1054,Jaru,Vowels,4,2,,"jaru1981[23,26]",1981
1055,Jaru,Vowels,4,2,,jaru2015[63],2015
1056,Kalispel,AdjN,Adj N,1,Not conclusive,kalispel1940,1940
1057,Kalispel,AdjN,both,1,Inference based on examples – Inferencia a partir de ejemplos,kalispel1977,1977
1058,Kalispel,BasicWO,VSO,1,,kalispel1940[78],1940
1059,Kalispel,BasicWO,no basic word order,1,,kalispel1977,1977
1060,Kalispel,CA_case,NA,NA,,kalispel1940,1940
1061,Kalispel,CA_case,NA,NA,,kalispel1977,1977
1062,Kalispel,CA_head,1,1,Arguments are only marked for specific class of verbs – Los argumentos se marcan solo en una determinada clase dde verbos.,kalispel1940[31],1940
1063,Kalispel,CA_head,1,2,,kalispel1977,1977
1064,Kalispel,CA_wordorder,1,NA,,kalispel1940,1940
1065,Kalispel,CA_wordorder,NA,NA,,kalispel1977,1977
1066,Kalispel,Cases,6,1,Case is expressed via prepositions; no literal mentions - but inferred from explications – El caso parece expresarse mediante preposiciones. Los casos no son mencionados literalmente. Sin emabrgo - se puede inferir la función a partir de las explicaciones.,kalispel1940[68],1940
1067,Kalispel,Cases,7,1,Nominativo - causativo - locativo - instrumental - direccional - acusativo y benefactivo.,kalispel1977[37],1977
1068,Kalispel,ClassGen,0,NA,,kalispel1940,1940
1069,Kalispel,ClassGen,0,NA,,kalispel1977,1977
1070,Kalispel,ClassNoun,0,NA,,kalispel1940,1940
1071,Kalispel,ClassNoun,0,NA,,kalispel1977,1977
1072,Kalispel,ClassNum,1,2,,kalispel1940[50],1940
1073,Kalispel,ClassNum,1,NA,,kalispel1977[73],1977
1074,Kalispel,Consonants,13,2,,kalispel1977[11],1977
1075,Kalispel,Consonants,33,1,,kalispel1940[12],1940
1076,Kalispel,Dem,4,1,Forms distinguish for remoteness – Las  formas parecen diferenciar la cercanía del objeto con el hablante.,kalispel1940,1940
1077,Kalispel,Dem,5,1,,kalispel1977[6],1977
1078,Kalispel,DitransMarking,NA,NA,,kalispel1940,1940
1079,Kalispel,DitransMarking,NA,NA,,kalispel1977,1977
1080,Kalispel,Evid,NA,NA,,kalispel1940,1940
1081,Kalispel,Evid,NA,NA,,kalispel1977,1977
1082,Kalispel,GenN,Gen N,2,,kalispel1940[78],1940
1083,Kalispel,GenN,Gen N,1,Inference based on examples – Inferencia a partir de ejemplos,kalispel1977,1977
1084,Kalispel,InstrCom,1,1,,kalispel1940[50],1940
1085,Kalispel,InstrCom,1,NA,,kalispel1977,1977
1086,Kalispel,LocDir,1,2,,kalispel1940[66],1940
1087,Kalispel,LocDir,1,2,,kalispel1977[66],1977
1088,Kalispel,MorphCaus,1,2,,kalispel1940[59],1940
1089,Kalispel,MorphCaus,NA,NA,,kalispel1977,1977
1090,Kalispel,NP_Agr,0,1,Unclear information – La información no es clara.,kalispel1940,1940
1091,Kalispel,NP_Agr,0,1,not discussed,kalispel1977,1977
1092,Kalispel,NasVowels,0,NA,,kalispel1940,1940
1093,Kalispel,NasVowels,0,NA,,kalispel1977,1977
1094,Kalispel,NomAlign,nominative-accusative,1,Inference based on verbal paradigm - but data is not conclusive – Inferencia a partir de paradigmas verbales de marcación de caso. Datos de ninguna manera concluyentes.,kalispel1940[36],1940
1095,Kalispel,NomAlign,tripartite,1,Unconclusive data,kalispel1977[38],1977
1096,Kalispel,Poss,NA,NA,,kalispel1940,1940
1097,Kalispel,Poss,NA,NA,,kalispel1977,1977
1098,Kalispel,Pron1P,2,2,Forms that can function freely - or as pronouns - or bound as verbal inflection – Estas formas pueden ser libres y funcionar como pronombres o ligadas y funcionar como flexiones verbales.,kalispel1940[27],1940
1099,Kalispel,Pron1P,6,1,Grammar is partially based on grammar written in 1904 - but features new data as well – Es necesario mencionar que si bien este texto es producido en 1977 - se trata de una reedición de una gramática hecha or un misionero en 1904. Se le está considerando como G2 por el hecho de ser una versión crítica que incorpora relecturas de los datos y datos nuevos.,kalispel1977[125],1977
1100,Kalispel,Pron2P,2,2,Forms that can function freely - or as pronouns - or bound as verbal inflection – Estas formas pueden ser libres y funcionar como pronombres o ligadas y funcionar como flexiones verbales.,kalispel1940[27],1940
1101,Kalispel,Pron2P,6,1,Free and inflected forms – Formas libres y flexivas.,kalispel1977[125],1977
1102,Kalispel,Pron3P,2,2,Forms that can function freely - or as pronouns - or bound as verbal inflection – Estas formas pueden ser libres y funcionar como pronombres o ligadas y funcionar como flexiones verbales.,kalispel1940[27],1940
1103,Kalispel,Pron3P,2,1,Free and inflected forms – Formas libres y flexivas.,kalispel1977[125],1977
1104,Kalispel,PronAlign,NA,NA,,kalispel1940,1940
1105,Kalispel,PronAlign,NA,NA,Not conclusive,kalispel1977,1977
1106,Kalispel,Questions,1,2,,kalispel1940[71],1940
1107,Kalispel,Questions,1,2,,kalispel1977[106],1977
1108,Kalispel,TA_marks,4,1,Only marks aspect / Solo marcas de aspecto.,kalispel1940[29],1940
1109,Kalispel,TA_marks,8,2,,kalispel1977[76],1977
1110,Kalispel,TempLoc,1,1,,kalispel1940[71],1940
1111,Kalispel,TempLoc,NA,NA,,kalispel1977,1977
1112,Kalispel,Tones,0,NA,,kalispel1940,1940
1113,Kalispel,Tones,0,NA,,kalispel1977,1977
1114,Kalispel,VP_Agr,1,1,,kalispel1940[31],1940
1115,Kalispel,VP_Agr,1,2,,kalispel1977[64],1977
1116,Kalispel,Vowels,6,1,,kalispel1940[14],1940
1117,Kalispel,Vowels,22,2,,kalispel1977[22],1977
1118,Kanakanavu,AdjN,Adj N,2,,kanakanavu2018[60],2018
1119,Kanakanavu,AdjN,NA,NA,,kanakanavu1975,1975
1120,Kanakanavu,BasicWO,VSO,2,,kanakanavu2018[119],2018
1121,Kanakanavu,BasicWO,NA,NA,,kanakanavu1975,1975
1122,Kanakanavu,CA_case,1,1,,kanakanavu1975[36],1975
